# t (s)	mx ()	my ()	mz ()	B_extx (T)	B_exty (T)	B_extz (T)	Ku1 (J/m3)
0	1.8280844e-10	-3.6379788e-11	0.99998957	0	0	0.039999995	715555.56
0	1.4006218e-10	-7.275958e-12	0.99998915	0	0	0.03	715555.56
0	2.0918378e-10	-1.5279511e-10	0.99998873	0	0	0.019999998	715555.56
0	1.9736035e-10	-1.4551915e-11	0.9999882	0	0	0.009999999	715555.56
0	1.6552804e-10	-5.0931703e-11	0.9999877	0	0	0	715555.56
0	1.5643309e-10	2.910383e-11	0.99998707	0	0	-0.009999999	715555.56
0	1.9826984e-10	-2.0372681e-10	0.9999863	0	0	-0.019999998	715555.56
0	1.3369572e-10	0	0.99998564	0	0	-0.03	715555.56
0	1.7917046e-10	-4.3655746e-11	0.9999848	0	0	-0.039999995	715555.56
0	2.0463631e-10	0	0.9999839	0	0	-0.050000004	715555.56
0	2.0190782e-10	0	0.9999829	0	0	-0.06	715555.56
0	2.0918378e-10	1.4551915e-10	0.99998176	0	0	-0.07	715555.56
0	3.0559022e-10	-3.3469405e-10	0.99998045	0	0	-0.07999999	715555.56
0	4.2018655e-10	-5.820766e-11	0.999979	0	0	-0.09	715555.56
0	4.838512e-10	-1.1641532e-10	0.99997735	0	0	-0.10000001	715555.56
0	5.2023097e-10	-3.783498e-10	0.9999754	0	0	-0.11000001	715555.56
0	8.1490725e-10	-4.947651e-10	0.99997306	0	0	-0.12	715555.56
0	6.5847416e-10	-8.731149e-11	0.9999703	0	0	-0.13	715555.56
0	9.786163e-10	-7.2759576e-10	0.9999669	0	0	-0.14	715555.56
0	1.1586963e-09	-7.858034e-10	0.9999626	0	0	-0.14999999	715555.56
0	1.4697434e-09	-9.313226e-10	0.99995726	0	0	-0.15999998	715555.56
0	2.4865585e-09	-1.8626451e-09	0.99995005	0	0	-0.16999999	715555.56
0	3.9053702e-09	-2.0954758e-09	0.99993986	0	0	-0.18	715555.56
0	5.7407306e-09	-4.0745363e-09	0.9999248	0	0	-0.19	715555.56
0	1.537046e-08	-1.3969839e-08	0.99990046	0	0	-0.20000002	715555.56
0	8.1816324e-08	-5.599577e-08	0.99985564	0	0	-0.21000001	715555.56
0	3.508585e-06	-2.2884924e-06	0.99975485	0	0	-0.22000001	715555.56
0	0.0002870249	-0.00018766453	0.99943864	0	0	-0.23	715555.56
0	0.0026690145	-0.0017450973	0.99866486	0	0	-0.24	715555.56
0	1.2157216e-08	-1.05501385e-08	-0.9999946	0	0	-0.25	715555.56
0	0	-5.820766e-11	-0.9999949	0	0	-0.26	715555.56
0	-6.730261e-11	-7.275958e-12	-0.99999493	0	0	-0.27	715555.56
0	-4.092726e-11	-7.275958e-12	-0.999995	0	0	-0.28	715555.56
0	-3.9108272e-11	5.456968e-12	-0.9999952	0	0	-0.29	715555.56
0	-4.3655746e-11	0	-0.99999523	0	0	-0.29999998	715555.56
0	-1.72804e-11	1.8189894e-11	-0.99999535	0	0	-0.30999997	715555.56
0	-2.0918378e-11	3.274181e-11	-0.9999954	0	0	-0.31999996	715555.56
0	-1.546141e-11	6.548362e-11	-0.9999955	0	0	-0.33	715555.56
0	-2.910383e-11	-4.7293724e-11	-0.9999956	0	0	-0.33999997	715555.56
0	-3.3651304e-11	-4.1836756e-11	-0.9999958	0	0	-0.34999996	715555.56
0	-2.910383e-11	7.275958e-12	-0.9999958	0	0	-0.36	715555.56
0	-1.72804e-11	-9.094947e-12	-0.99999595	0	0	-0.37	715555.56
0	-6.366463e-12	-1.0913936e-11	-0.999996	0	0	-0.38	715555.56
0	-3.1832315e-11	1.0913936e-11	-0.99999607	0	0	-0.39	715555.56
0	-1.72804e-11	2.0008883e-11	-0.9999962	0	0	-0.40000004	715555.56
0	-2.1827873e-11	-4.3655746e-11	-0.9999962	0	0	-0.41000003	715555.56
0	-1.4551915e-11	7.275958e-12	-0.99999624	0	0	-0.42000002	715555.56
0	-2.6375346e-11	4.5474735e-11	-0.99999636	0	0	-0.43000004	715555.56
0	-3.274181e-11	1.0913936e-11	-0.99999636	0	0	-0.44000003	715555.56
0	-3.1832315e-11	-7.094059e-11	-0.9999965	0	0	-0.45000002	715555.56
0	-3.7289283e-11	-1.8189894e-11	-0.99999654	0	0	-0.46	715555.56
0	-9.094947e-12	-2.728484e-12	-0.99999654	0	0	-0.47	715555.56
0	-8.185452e-12	-7.275958e-12	-0.99999666	0	0	-0.48	715555.56
0	-4.9112714e-11	-1.8189894e-12	-0.9999968	0	0	-0.49	715555.56
0	-3.9108272e-11	-8.185452e-12	-0.99999684	0	0	-0.5	715555.56
0	-1.6370905e-11	-7.275958e-12	-0.99999654	0	0	-0.5	701111.06
0	-2.8194336e-11	-7.275958e-12	-0.9999965	0	0	-0.49	701111.06
0	-1.546141e-11	1.0913936e-11	-0.9999965	0	0	-0.48	701111.06
0	-4.5474735e-12	1.8189894e-12	-0.99999636	0	0	-0.47	701111.06
0	-4.092726e-11	5.456968e-12	-0.99999636	0	0	-0.46	701111.06
0	-4.638423e-11	1.0913936e-11	-0.9999963	0	0	-0.45000002	701111.06
0	-2.5465852e-11	7.275958e-12	-0.9999962	0	0	-0.44000003	701111.06
0	-2.3646862e-11	0	-0.9999962	0	0	-0.43000004	701111.06
0	-4.820322e-11	-4.3655746e-11	-0.99999607	0	0	-0.42000002	701111.06
0	6.366463e-12	-2.5465852e-11	-0.999996	0	0	-0.41000003	701111.06
0	0	6.91216e-11	-0.99999595	0	0	-0.40000004	701111.06
0	-3.0013325e-11	-1.0913936e-11	-0.9999958	0	0	-0.39	701111.06
0	-4.9112714e-11	1.8189894e-12	-0.9999958	0	0	-0.38	701111.06
0	-2.910383e-11	-1.2732926e-11	-0.9999956	0	0	-0.37	701111.06
0	-1.2732926e-11	1.0913936e-11	-0.9999955	0	0	-0.36	701111.06
0	-3.092282e-11	-1.8189894e-12	-0.9999954	0	0	-0.34999996	701111.06
0	-2.0918378e-11	5.4569682e-11	-0.99999535	0	0	-0.33999997	701111.06
0	-3.6379788e-11	-9.094947e-12	-0.99999523	0	0	-0.33	701111.06
0	-3.0013325e-11	7.275958e-12	-0.9999952	0	0	-0.31999996	701111.06
0	-3.6379788e-11	3.637979e-12	-0.99999505	0	0	-0.30999997	701111.06
0	-3.092282e-11	-5.456968e-12	-0.9999949	0	0	-0.29999998	701111.06
0	-1.0913936e-11	8.0035534e-11	-0.99999475	0	0	-0.29	701111.06
0	-3.8198777e-11	7.275958e-12	-0.9999946	0	0	-0.28	701111.06
0	-2.1827873e-11	8.0035534e-11	-0.9999946	0	0	-0.27	701111.06
0	-4.820322e-11	3.637979e-12	-0.9999944	0	0	-0.26	701111.06
0	-4.638423e-11	1.0913936e-11	-0.9999942	0	0	-0.25	701111.06
0	-2.910383e-11	0	-0.9999941	0	0	-0.24	701111.06
0	-4.1836756e-11	1.05501385e-10	-0.9999939	0	0	-0.23	701111.06
0	-3.9108272e-11	-1.4551915e-11	-0.99999374	0	0	-0.22000001	701111.06
0	-4.638423e-11	0	-0.99999356	0	0	-0.21000001	701111.06
0	-3.8198777e-11	-3.637979e-12	-0.9999934	0	0	-0.20000002	701111.06
0	-5.002221e-11	2.910383e-11	-0.99999326	0	0	-0.19	701111.06
0	-7.6397555e-11	0	-0.99999297	0	0	-0.18	701111.06
0	-6.002665e-11	2.1827873e-11	-0.9999928	0	0	-0.16999999	701111.06
0	-4.7293724e-11	1.4551915e-10	-0.9999926	0	0	-0.15999998	701111.06
0	-7.094059e-11	1.1641532e-10	-0.99999225	0	0	-0.14999999	701111.06
0	-7.730705e-11	-7.2759576e-11	-0.99999195	0	0	-0.14	701111.06
0	-8.8220986e-11	2.1827873e-11	-0.9999918	0	0	-0.13	701111.06
0	-1.2278178e-10	5.820766e-11	-0.9999915	0	0	-0.12	701111.06
0	-1.027729e-10	2.1827873e-11	-0.9999912	0	0	-0.11000001	701111.06
0	-7.003109e-11	4.3655746e-11	-0.9999908	0	0	-0.10000001	701111.06
0	-9.276846e-11	1.4551915e-11	-0.99999046	0	0	-0.09	701111.06
0	-1.03682396e-10	2.910383e-11	-0.99999005	0	0	-0.07999999	701111.06
0	-9.1858965e-11	2.1827873e-11	-0.9999896	0	0	-0.07	701111.06
0	-8.54925e-11	-2.910383e-11	-0.9999892	0	0	-0.06	701111.06
0	-1.7917046e-10	-7.2759576e-11	-0.9999888	0	0	-0.050000004	701111.06
0	-1.8007995e-10	2.0372681e-10	-0.99998826	0	0	-0.039999995	701111.06
0	-1.6007107e-10	4.3655746e-11	-0.9999878	0	0	-0.03	701111.06
0	-1.8553692e-10	2.910383e-11	-0.9999871	0	0	-0.019999998	701111.06
0	-1.9645086e-10	5.820766e-11	-0.99998647	0	0	-0.009999999	701111.06
0	-1.6098056e-10	2.0372681e-10	-0.9999857	0	0	0	701111.06
0	-2.1736923e-10	1.4551915e-10	-0.99998486	0	0	0.009999999	701111.06
0	-2.0008883e-10	1.4551915e-11	-0.9999841	0	0	0.019999998	701111.06
0	-2.0918378e-10	1.7462298e-10	-0.999983	0	0	0.03	701111.06
0	-1.6552804e-10	2.910383e-11	-0.9999819	0	0	0.039999995	701111.06
0	-3.2923708e-10	1.1641532e-10	-0.9999806	0	0	0.050000004	701111.06
0	-4.0199666e-10	2.910383e-10	-0.99997914	0	0	0.06	701111.06
0	-4.7475623e-10	5.820766e-10	-0.9999775	0	0	0.07	701111.06
0	-4.9294613e-10	-2.910383e-11	-0.99997574	0	0	0.07999999	701111.06
0	-6.89397e-10	2.0372681e-10	-0.99997336	0	0	0.09	701111.06
0	-8.203642e-10	1.1641532e-10	-0.9999707	0	0	0.10000001	701111.06
0	-8.258212e-10	6.9849193e-10	-0.9999674	0	0	0.11000001	701111.06
0	-1.4333636e-09	6.9849193e-10	-0.99996316	0	0	0.12	701111.06
0	-1.4952093e-09	6.9849193e-10	-0.9999579	0	0	0.13	701111.06
0	-1.8662831e-09	4.656613e-10	-0.99995095	0	0	0.14	701111.06
0	-3.2832759e-09	1.8626451e-09	-0.99994123	0	0	0.14999999	701111.06
0	-5.989932e-09	5.4133125e-09	-0.9999268	0	0	0.15999998	701111.06
0	-1.2409146e-08	9.313226e-09	-0.99990386	0	0	0.16999999	701111.06
0	-4.78085e-08	3.8417056e-08	-0.9998623	0	0	0.18	701111.06
0	-1.460121e-06	1.024222e-06	-0.99977165	0	0	0.19	701111.06
0	-0.0001609876	0.000113089336	-0.9994969	0	0	0.20000002	701111.06
0	-0.0023500458	0.0016508764	-0.9987063	0	0	0.21000001	701111.06
0	-0.006451052	0.0045317956	-0.9976933	0	0	0.22000001	701111.06
0	-6.234586e-09	5.5479177e-09	0.9999939	0	0	0.23	701111.06
0	2.3646862e-11	-8.0035534e-11	0.9999941	0	0	0.24	701111.06
0	4.1836756e-11	-3.6379788e-11	0.9999942	0	0	0.25	701111.06
0	6.2755134e-11	-7.2759576e-11	0.9999944	0	0	0.26	701111.06
0	5.3660187e-11	-2.1827873e-11	0.9999946	0	0	0.27	701111.06
0	2.2737368e-11	-2.910383e-11	0.9999946	0	0	0.28	701111.06
0	2.0008883e-11	-4.3655746e-11	0.99999475	0	0	0.29	701111.06
0	3.5470293e-11	-4.0017767e-11	0.99999493	0	0	0.29999998	701111.06
0	2.3646862e-11	-1.0913936e-11	0.99999505	0	0	0.30999997	701111.06
0	2.1827873e-11	-3.637979e-12	0.9999952	0	0	0.31999996	701111.06
0	4.1836756e-11	1.0913936e-11	0.99999523	0	0	0.33	701111.06
0	2.910383e-11	-7.2759576e-11	0.99999535	0	0	0.33999997	701111.06
0	3.8198777e-11	3.637979e-12	0.99999547	0	0	0.34999996	701111.06
0	8.185452e-12	0	0.9999955	0	0	0.36	701111.06
0	2.3646862e-11	-1.4551915e-11	0.9999956	0	0	0.37	701111.06
0	2.910383e-11	-1.6370905e-11	0.9999958	0	0	0.38	701111.06
0	2.910383e-11	-1.8189894e-12	0.9999958	0	0	0.39	701111.06
0	2.0008883e-11	0	0.999996	0	0	0.40000004	701111.06
0	5.456968e-12	0	0.999996	0	0	0.41000003	701111.06
0	2.7284841e-11	-2.1827873e-11	0.99999607	0	0	0.42000002	701111.06
0	4.3655746e-11	0	0.9999962	0	0	0.43000004	701111.06
0	3.7289283e-11	-3.637979e-12	0.9999962	0	0	0.44000003	701111.06
0	2.7284841e-11	5.456968e-12	0.9999963	0	0	0.45000002	701111.06
0	7.275958e-12	-4.0017767e-11	0.99999636	0	0	0.46	701111.06
0	2.910383e-11	1.4551915e-11	0.99999636	0	0	0.47	701111.06
0	2.910383e-11	-9.094947e-12	0.9999965	0	0	0.48	701111.06
0	1.36424205e-11	-3.092282e-11	0.99999654	0	0	0.49	701111.06
0	2.0008883e-11	4.5474735e-12	0.99999654	0	0	0.5	701111.06
0	2.2737368e-11	-2.7284841e-11	0.99999654	0	0	0.49	701111.06
0	1.72804e-11	-2.1827873e-11	0.9999965	0	0	0.48	701111.06
0	2.8194336e-11	-3.637979e-12	0.99999636	0	0	0.47	701111.06
0	3.5470293e-11	-1.0913936e-11	0.99999636	0	0	0.46	701111.06
0	3.092282e-11	-3.6379788e-11	0.9999963	0	0	0.45000002	701111.06
0	2.5465852e-11	-1.4551915e-11	0.9999962	0	0	0.44000003	701111.06
0	1.6370905e-11	5.4569682e-11	0.9999962	0	0	0.43000004	701111.06
0	2.910383e-11	1.0913936e-11	0.99999607	0	0	0.42000002	701111.06
0	8.185452e-12	0	0.999996	0	0	0.41000003	701111.06
0	1.4551915e-11	-1.8189894e-11	0.99999595	0	0	0.40000004	701111.06
0	2.8194336e-11	-2.1827873e-11	0.9999958	0	0	0.39	701111.06
0	3.092282e-11	-5.820766e-11	0.9999958	0	0	0.38	701111.06
0	3.274181e-11	1.8189894e-11	0.9999956	0	0	0.37	701111.06
0	1.1823431e-11	0	0.9999955	0	0	0.36	701111.06
0	2.3646862e-11	-6.548362e-11	0.9999954	0	0	0.34999996	701111.06
0	4.092726e-11	-5.0931703e-11	0.99999535	0	0	0.33999997	701111.06
0	4.3655746e-11	1.4551915e-11	0.99999523	0	0	0.33	701111.06
0	2.728484e-12	2.5465852e-11	0.9999952	0	0	0.31999996	701111.06
0	1.1823431e-11	0	0.99999505	0	0	0.30999997	701111.06
0	5.002221e-11	-4.7293724e-11	0.99999493	0	0	0.29999998	701111.06
0	5.456968e-12	-5.0931703e-11	0.9999949	0	0	0.29	701111.06
0	3.092282e-11	-1.0913936e-11	0.9999946	0	0	0.28	701111.06
0	5.002221e-11	2.1827873e-11	0.9999945	0	0	0.27	701111.06
0	5.002221e-11	-1.4551915e-11	0.9999944	0	0	0.26	701111.06
0	4.7293724e-11	-2.910383e-11	0.9999942	0	0	0.25	701111.06
0	1.6370905e-11	-4.3655746e-11	0.9999941	0	0	0.24	701111.06
0	5.9117156e-11	-2.1827873e-11	0.9999939	0	0	0.23	701111.06
0	4.3655746e-11	-5.0931703e-11	0.99999374	0	0	0.22000001	701111.06
0	7.2759576e-11	2.1827873e-11	0.99999356	0	0	0.21000001	701111.06
0	4.1836756e-11	4.3655746e-11	0.9999934	0	0	0.20000002	701111.06
0	5.820766e-11	-5.820766e-11	0.9999932	0	0	0.19	701111.06
0	6.184564e-11	-7.275958e-12	0.99999297	0	0	0.18	701111.06
0	2.8194336e-11	1.1641532e-10	0.9999928	0	0	0.16999999	701111.06
0	7.8216544e-11	1.4551915e-11	0.9999926	0	0	0.15999998	701111.06
0	8.6402e-11	7.275958e-12	0.9999923	0	0	0.14999999	701111.06
0	1.0822987e-10	5.820766e-11	0.999992	0	0	0.14	701111.06
0	8.6402e-11	-8.731149e-11	0.9999918	0	0	0.13	701111.06
0	1.0186341e-10	-5.820766e-11	0.9999915	0	0	0.12	701111.06
0	8.458301e-11	-1.0186341e-10	0.9999912	0	0	0.11000001	701111.06
0	9.1858965e-11	7.2759576e-11	0.9999908	0	0	0.10000001	701111.06
0	1.1277734e-10	5.820766e-11	0.99999046	0	0	0.09	701111.06
0	1.4642865e-10	-1.2369128e-10	0.9999901	0	0	0.07999999	701111.06
0	6.639311e-11	3.6379788e-11	0.99998975	0	0	0.07	701111.06
0	9.913492e-11	-4.3655746e-11	0.9999892	0	0	0.06	701111.06
0	1.8553692e-10	0	0.9999888	0	0	0.050000004	701111.06
0	1.6552804e-10	-1.2369128e-10	0.99998826	0	0	0.039999995	701111.06
0	2.3010216e-10	2.910383e-11	0.9999877	0	0	0.03	701111.06
0	1.0641088e-10	-1.1641532e-10	0.9999871	0	0	0.019999998	701111.06
0	2.6011548e-10	-1.7462298e-10	0.99998647	0	0	0.009999999	701111.06
0	2.391971e-10	-2.3283064e-10	0.99998564	0	0	0	701111.06
0	1.7553248e-10	-1.0186341e-10	0.99998486	0	0	-0.009999999	701111.06
0	2.2828317e-10	-1.6007107e-10	0.9999841	0	0	-0.019999998	701111.06
0	2.1282176e-10	-2.3283064e-10	0.9999831	0	0	-0.03	701111.06
0	2.564775e-10	-1.4551915e-11	0.9999819	0	0	-0.039999995	701111.06
0	3.1286618e-10	-2.3283064e-10	0.9999807	0	0	-0.050000004	701111.06
0	4.7293724e-10	-6.9849193e-10	0.99997926	0	0	-0.06	701111.06
0	4.656613e-10	-4.656613e-10	0.9999775	0	0	-0.07	701111.06
0	6.2755134e-10	-1.1641532e-10	0.99997574	0	0	-0.07999999	701111.06
0	5.3842086e-10	-2.910383e-10	0.99997336	0	0	-0.09	701111.06
0	8.0035534e-10	-4.947651e-10	0.9999707	0	0	-0.10000001	701111.06
0	6.9667294e-10	-5.2386895e-10	0.9999674	0	0	-0.11000001	701111.06
0	1.4206307e-09	-9.313226e-10	0.99996316	0	0	-0.12	701111.06
0	1.4315447e-09	-1.0477379e-09	0.9999579	0	0	-0.13	701111.06
0	2.2719178e-09	-9.895302e-10	0.9999509	0	0	-0.14	701111.06
0	3.079549e-09	-1.7462298e-09	0.99994123	0	0	-0.14999999	701111.06
0	5.6206773e-09	-4.8894435e-09	0.99992687	0	0	-0.15999998	701111.06
0	1.3407771e-08	-6.7520887e-09	0.99990386	0	0	-0.16999999	701111.06
0	6.0017555e-08	-4.1909516e-08	0.9998623	0	0	-0.18	701111.06
0	1.5748337e-06	-1.1096708e-06	0.9997716	0	0	-0.19	701111.06
0	0.00015902653	-0.00011227466	0.9994974	0	0	-0.20000002	701111.06
0	0.0024064602	-0.0016990397	0.9986969	0	0	-0.21000001	701111.06
0	0.004867548	-0.003436659	0.99803066	0	0	-0.22000001	701111.06
0	5.8953447e-09	-5.2641553e-09	-0.9999939	0	0	-0.23	701111.06
0	-2.0008883e-11	8.731149e-11	-0.9999941	0	0	-0.24	701111.06
0	-5.002221e-11	5.820766e-11	-0.9999942	0	0	-0.25	701111.06
0	-5.002221e-11	4.3655746e-11	-0.9999944	0	0	-0.26	701111.06
0	-4.456524e-11	4.3655746e-11	-0.9999946	0	0	-0.27	701111.06
0	2.728484e-12	-3.6379788e-11	-0.9999946	0	0	-0.28	701111.06
0	-2.6375346e-11	7.275958e-12	-0.9999949	0	0	-0.29	701111.06
0	-4.638423e-11	1.4551915e-11	-0.99999493	0	0	-0.29999998	701111.06
0	-2.6375346e-11	-3.637979e-12	-0.99999505	0	0	-0.30999997	701111.06
0	-3.0013325e-11	-6.002665e-11	-0.9999952	0	0	-0.31999996	701111.06
0	-2.4556357e-11	-2.1827873e-11	-0.99999523	0	0	-0.33	701111.06
0	-2.2737368e-11	7.2759576e-11	-0.99999535	0	0	-0.33999997	701111.06
0	-2.5465852e-11	-3.274181e-11	-0.9999954	0	0	-0.34999996	701111.06
0	-1.0004442e-11	0	-0.9999955	0	0	-0.36	701111.06
0	-4.274625e-11	-1.4551915e-11	-0.9999956	0	0	-0.37	701111.06
0	-3.5470293e-11	6.91216e-11	-0.9999958	0	0	-0.38	701111.06
0	-2.2737368e-11	1.8189894e-11	-0.9999958	0	0	-0.39	701111.06
0	-3.274181e-11	-2.910383e-11	-0.99999595	0	0	-0.40000004	701111.06
0	-6.366463e-12	0	-0.999996	0	0	-0.41000003	701111.06
0	-1.546141e-11	7.2759576e-11	-0.99999607	0	0	-0.42000002	701111.06
0	-2.3646862e-11	3.637979e-12	-0.9999962	0	0	-0.43000004	701111.06
0	-2.8194336e-11	0	-0.9999962	0	0	-0.44000003	701111.06
0	-4.0017767e-11	-6.366463e-11	-0.9999963	0	0	-0.45000002	701111.06
0	-2.7284841e-11	4.0017767e-11	-0.99999636	0	0	-0.46	701111.06
0	-3.8198777e-11	1.4551915e-11	-0.99999636	0	0	-0.47	701111.06
0	-3.092282e-11	0	-0.9999965	0	0	-0.48	701111.06
0	-2.3646862e-11	2.7284841e-11	-0.99999654	0	0	-0.49	701111.06
0	-2.6375346e-11	-3.637979e-12	-0.99999654	0	0	-0.5	701111.06
0	-2.4556357e-11	0	-0.99999636	0	0	-0.5	686666.7
0	-2.2737368e-11	-1.0913936e-11	-0.99999636	0	0	-0.49	686666.7
0	-8.185452e-12	1.4551915e-11	-0.9999963	0	0	-0.48	686666.7
0	-2.4556357e-11	1.4551915e-11	-0.9999962	0	0	-0.47	686666.7
0	-8.185452e-12	-7.275958e-12	-0.9999962	0	0	-0.46	686666.7
0	-2.910383e-11	4.3655746e-11	-0.99999607	0	0	-0.45000002	686666.7
0	-2.5465852e-11	1.0913936e-11	-0.999996	0	0	-0.44000003	686666.7
0	-1.2732926e-11	3.637979e-12	-0.999996	0	0	-0.43000004	686666.7
0	-1.36424205e-11	4.7293724e-11	-0.9999958	0	0	-0.42000002	686666.7
0	-2.7284841e-11	3.6379788e-11	-0.9999958	0	0	-0.41000003	686666.7
0	-2.6375346e-11	5.456968e-12	-0.9999957	0	0	-0.40000004	686666.7
0	-2.4556357e-11	4.7293724e-11	-0.9999955	0	0	-0.39	686666.7
0	-1.0913936e-11	4.3655746e-11	-0.9999954	0	0	-0.38	686666.7
0	-3.1832315e-11	2.910383e-11	-0.99999535	0	0	-0.37	686666.7
0	-2.5465852e-11	-2.1827873e-11	-0.99999523	0	0	-0.36	686666.7
0	-3.7289283e-11	-5.4569682e-11	-0.9999952	0	0	-0.34999996	686666.7
0	-3.092282e-11	0	-0.999995	0	0	-0.33999997	686666.7
0	-3.092282e-11	-1.8189894e-11	-0.99999493	0	0	-0.33	686666.7
0	-2.6375346e-11	-3.637979e-12	-0.99999475	0	0	-0.31999996	686666.7
0	-4.5474735e-12	3.637979e-12	-0.9999946	0	0	-0.30999997	686666.7
0	-2.5465852e-11	-2.910383e-11	-0.9999946	0	0	-0.29999998	686666.7
0	-4.1836756e-11	-5.820766e-11	-0.9999944	0	0	-0.29	686666.7
0	-7.003109e-11	2.910383e-11	-0.9999942	0	0	-0.28	686666.7
0	-5.456968e-12	6.91216e-11	-0.99999416	0	0	-0.27	686666.7
0	-5.3660187e-11	-1.8189894e-11	-0.9999939	0	0	-0.26	686666.7
0	-3.1832315e-11	-1.0913936e-11	-0.99999374	0	0	-0.25	686666.7
0	-6.91216e-11	-8.367351e-11	-0.9999936	0	0	-0.24	686666.7
0	-5.002221e-11	-7.275958e-12	-0.99999344	0	0	-0.23	686666.7
0	-4.638423e-11	-3.6379788e-11	-0.99999326	0	0	-0.22000001	686666.7
0	-7.094059e-11	-3.6379788e-11	-0.99999297	0	0	-0.21000001	686666.7
0	-5.0931703e-11	-3.6379788e-11	-0.9999928	0	0	-0.20000002	686666.7
0	-6.2755134e-11	7.275958e-12	-0.9999926	0	0	-0.19	686666.7
0	-7.730705e-11	5.820766e-11	-0.9999924	0	0	-0.18	686666.7
0	-1.1732482e-10	-7.2759576e-11	-0.999992	0	0	-0.16999999	686666.7
0	-1.03682396e-10	1.4551915e-11	-0.9999918	0	0	-0.15999998	686666.7
0	-1.1277734e-10	0	-0.9999915	0	0	-0.14999999	686666.7
0	-1.1550583e-10	8.731149e-11	-0.9999912	0	0	-0.14	686666.7
0	-9.0039975e-11	-2.910383e-11	-0.9999908	0	0	-0.13	686666.7
0	-1.1368684e-10	-1.4551915e-11	-0.9999906	0	0	-0.12	686666.7
0	-1.3551471e-10	1.2369128e-10	-0.9999901	0	0	-0.11000001	686666.7
0	-1.0822987e-10	5.820766e-11	-0.99998975	0	0	-0.10000001	686666.7
0	-1.7735147e-10	1.09139364e-10	-0.9999893	0	0	-0.09	686666.7
0	-1.4006218e-10	0	-0.9999888	0	0	-0.07999999	686666.7
0	-1.9917934e-10	1.3096724e-10	-0.9999884	0	0	-0.07	686666.7
0	-1.6643753e-10	1.891749e-10	-0.9999878	0	0	-0.06	686666.7
0	-1.1277734e-10	-4.3655746e-11	-0.9999871	0	0	-0.050000004	686666.7
0	-2.3646862e-10	1.6007107e-10	-0.99998647	0	0	-0.039999995	686666.7
0	-1.4097168e-10	2.910383e-11	-0.9999858	0	0	-0.03	686666.7
0	-1.2641976e-10	5.820766e-11	-0.999985	0	0	-0.019999998	686666.7
0	-2.0736479e-10	0	-0.99998415	0	0	-0.009999999	686666.7
0	-1.5825208e-10	2.0372681e-10	-0.9999832	0	0	0	686666.7
0	-3.45608e-10	1.1641532e-10	-0.99998206	0	0	0.009999999	686666.7
0	-2.1827873e-10	2.0372681e-10	-0.99998087	0	0	0.019999998	686666.7
0	-3.3833203e-10	3.4924597e-10	-0.9999794	0	0	0.03	686666.7
0	-4.0927262e-10	2.910383e-10	-0.9999777	0	0	0.039999995	686666.7
0	-5.14774e-10	5.2386895e-10	-0.9999759	0	0	0.050000004	686666.7
0	-8.767529e-10	3.4924597e-10	-0.9999736	0	0	0.06	686666.7
0	-7.9853635e-10	4.656613e-10	-0.9999709	0	0	0.07	686666.7
0	-7.4760464e-10	8.731149e-10	-0.99996775	0	0	0.07999999	686666.7
0	-1.1586963e-09	1.2805685e-09	-0.9999637	0	0	0.09	686666.7
0	-1.7425918e-09	9.313226e-10	-0.99995863	0	0	0.10000001	686666.7
0	-2.239176e-09	1.2805685e-09	-0.99995184	0	0	0.11000001	686666.7
0	-3.739842e-09	2.5029294e-09	-0.9999424	0	0	0.12	686666.7
0	-5.7061698e-09	4.0745363e-09	-0.9999287	0	0	0.13	686666.7
0	-1.1190423e-08	1.1641532e-08	-0.9999071	0	0	0.14	686666.7
0	-5.7672878e-08	3.1432137e-08	-0.9998685	0	0	0.14999999	686666.7
0	-1.3667777e-06	6.8196096e-07	-0.9997864	0	0	0.15999998	686666.7
0	-0.00012463269	6.2514795e-05	-0.9995495	0	0	0.16999999	686666.7
0	-0.0023718504	0.0011897994	-0.99881417	0	0	0.18	686666.7
0	-0.00504427	0.002530383	-0.99818236	0	0	0.19	686666.7
0	-9.930773e-09	7.9890015e-09	0.9999928	0	0	0.20000002	686666.7
0	3.5470293e-11	2.910383e-11	0.99999297	0	0	0.21000001	686666.7
0	5.820766e-11	1.4551915e-11	0.99999326	0	0	0.22000001	686666.7
0	3.1832315e-11	-4.3655746e-11	0.99999344	0	0	0.23	686666.7
0	7.185008e-11	7.275958e-12	0.9999936	0	0	0.24	686666.7
0	2.8194336e-11	7.275958e-12	0.99999374	0	0	0.25	686666.7
0	3.3651304e-11	7.275958e-12	0.9999939	0	0	0.26	686666.7
0	2.0008883e-11	-6.548362e-11	0.99999416	0	0	0.27	686666.7
0	4.7293724e-11	-1.09139364e-10	0.9999942	0	0	0.28	686666.7
0	5.820766e-11	-5.4569682e-11	0.9999944	0	0	0.29	686666.7
0	3.45608e-11	2.1827873e-11	0.9999946	0	0	0.29999998	686666.7
0	1.36424205e-11	-5.0931703e-11	0.99999464	0	0	0.30999997	686666.7
0	4.638423e-11	-4.3655746e-11	0.9999949	0	0	0.31999996	686666.7
0	1.8189894e-11	-1.0913936e-11	0.99999493	0	0	0.33	686666.7
0	2.4556357e-11	0	0.99999505	0	0	0.33999997	686666.7
0	2.2737368e-11	-1.8189894e-11	0.9999952	0	0	0.34999996	686666.7
